gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,1,1,1,2,1,0,0,2,2,2,0,0,0,0,1,2,60.5696136041789,92.80265264822276,1
0,0,0,0,6,1,0,0,0,2,0,2,0,0,0,1,1,89.83745596370579,533.6906595231181,1
0,0,0,0,39,1,0,0,0,0,0,2,2,2,0,0,3,111.07552092212548,4340.424584092001,0
0,0,1,1,34,1,0,2,1,1,1,1,1,1,0,1,1,35.0529205009466,1205.6216054207364,0
0,0,1,1,31,1,0,1,0,0,0,2,0,0,0,1,2,100.36316349409687,3117.317770698803,0
1,0,1,1,26,1,2,0,0,0,0,2,2,2,0,0,0,131.51504957904655,3425.7909749701876,0
0,1,1,1,18,1,0,1,0,0,2,0,0,0,0,0,3,82.38885583266753,1465.8403900884693,1
1,0,0,1,34,1,0,1,2,0,0,0,0,0,1,1,2,77.73522810266562,2636.2140173766816,0
1,0,1,0,9,0,1,1,2,0,0,0,0,0,2,1,3,79.65236082080568,731.6152975463724,0
1,0,0,1,11,1,2,0,0,0,0,0,0,0,1,0,3,61.66365260793544,673.0615785824485,0
1,0,1,1,2,1,0,1,0,2,2,0,0,2,2,0,2,106.00097608122255,210.64212814151392,1
1,1,1,0,38,1,0,1,0,0,2,0,0,0,1,1,0,66.29347822544153,2511.0965527032013,0
0,0,1,1,17,1,0,2,1,1,1,1,1,1,0,1,2,40.42993305104179,677.971347012808,0
1,0,0,0,34,1,0,1,0,0,0,0,0,0,1,0,3,106.69343965987555,3622.874256170972,0
1,0,0,0,22,0,1,1,0,0,2,0,0,2,2,0,3,70.61471986931319,1546.9132774656186,0
1,1,1,0,14,0,1,1,2,0,0,0,2,0,0,1,2,78.82486947389144,1113.1231905926486,1
1,0,1,0,37,1,0,1,0,0,0,2,0,0,0,1,3,75.9549744043761,2812.4877489408086,1
0,0,1,1,22,1,2,0,2,0,0,2,0,0,0,0,2,83.15015765600974,1839.4923066966494,0
0,0,0,1,36,1,0,0,0,0,0,2,0,0,0,0,2,67.1596618995602,2403.8754533508964,0
0,0,1,0,25,1,2,0,2,2,2,0,2,0,0,0,3,96.48738752273368,2424.4392195503824,1
1,0,1,1,28,1,0,2,1,1,1,1,1,1,2,1,2,35.15510523111255,984.5575087116005,0
0,0,0,0,8,1,2,1,2,0,0,0,0,0,0,0,2,81.97435221859655,674.1883015900319,1
0,0,1,1,9,1,0,2,1,1,1,1,1,1,0,0,3,37.678130465667806,338.5754128074037,1
0,0,1,0,23,1,0,0,0,0,2,0,2,2,0,1,0,123.33860822818423,2821.8539711016083,0
0,0,1,0,31,1,2,1,2,2,2,0,0,2,0,1,1,97.79604803635577,3044.5196954057674,0
1,0,1,1,36,1,0,2,1,1,1,1,1,1,0,1,2,38.683806916894774,1391.2521666269765,0
1,0,1,0,18,0,1,2,1,1,1,1,1,1,0,0,2,22.850373751768682,389.78557673516735,0
0,0,0,0,18,1,2,1,0,2,0,2,0,2,1,1,0,92.99726989567677,1675.4028049358787,0
0,0,0,0,34,1,2,0,0,0,0,2,2,0,0,1,2,77.63467364250864,2641.891185103875,0
0,1,1,1,15,1,0,1,2,0,0,0,2,0,1,0,3,117.34092633893059,1770.875022517245,0
0,0,0,0,30,1,2,0,0,0,0,0,0,2,0,0,1,95.68567813760669,2834.6954058160563,0
1,0,0,1,17,1,2,0,0,2,0,0,0,2,0,1,2,90.59124671178678,1551.5398888514883,1
1,1,0,1,25,1,2,2,1,1,1,1,1,1,2,0,2,39.342387209384235,978.8137126871861,0
1,0,1,0,20,1,0,1,0,0,0,0,0,2,0,0,2,99.69712701603872,2013.205019399983,1
0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,1,0,95.71838525963666,-17.18281000840659,1
1,0,0,0,19,1,0,1,0,2,0,2,2,0,0,0,0,99.60101819197367,1897.8727346667067,1
1,0,1,0,28,1,2,1,0,0,2,0,0,2,0,1,2,112.57171209021111,3156.1251268334636,1
0,0,1,0,32,1,0,1,0,0,2,0,2,2,2,1,3,82.3785689427499,2631.8930588653907,0
0,0,0,0,39,1,2,1,0,0,2,0,0,2,2,1,3,115.2354128937787,4486.443043806283,0
1,0,0,1,7,1,2,0,2,0,0,0,0,0,0,1,1,101.3598909232087,705.7817861853498,1
0,0,0,0,25,1,0,0,0,0,0,0,2,2,0,0,3,80.88633376244304,2018.6911411554518,1
1,0,0,0,15,1,2,0,0,0,2,0,2,2,2,1,3,88.72226898555176,1318.2996547188995,1
1,1,1,0,35,0,1,1,2,2,0,2,0,0,0,1,3,53.673957626854786,1888.51843864043,0
1,0,1,0,3,1,0,1,0,0,0,0,0,2,0,1,3,102.95515294986299,297.943455385268,1
1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,1,3,31.751956904076923,423.00734953080007,0
1,0,0,0,9,1,0,2,1,1,1,1,1,1,2,0,1,35.35470103630527,300.30296367423824,0
1,1,1,0,32,1,2,1,0,2,2,2,2,0,1,0,3,97.59072963437603,3121.131450498114,0
0,1,0,0,32,1,2,0,0,2,0,0,2,2,2,1,2,107.13181845683656,3426.595125288412,0
1,0,1,0,7,1,2,1,2,0,0,0,2,0,0,0,2,104.86315985008693,733.8841752311729,1
1,0,1,0,3,1,0,1,2,2,2,0,2,2,0,0,3,104.77744389806922,323.8952904910007,1
1,1,1,0,17,1,2,1,0,0,0,0,0,0,1,1,0,103.99574340458665,1765.9041656783954,0
1,0,0,0,12,1,2,1,0,0,0,0,2,0,2,1,1,86.70257071911041,1035.851554526488,1
1,1,0,1,34,1,0,0,2,0,0,0,0,2,0,0,0,91.48354089238839,3108.4471144925983,0
1,0,0,0,22,1,0,0,0,2,0,0,0,2,0,1,2,84.3922305577056,1866.4391408252206,1
0,0,1,0,9,1,0,1,0,2,0,2,0,2,1,1,3,68.5416259708389,604.8185642562031,0
1,0,0,0,39,1,0,2,1,1,1,1,1,1,1,0,3,42.64941246167575,1653.1204010072897,0
1,1,0,0,15,1,0,1,2,0,0,0,0,0,2,1,1,107.84034941212654,1598.0382586576654,0
1,0,1,1,27,1,2,1,0,2,0,0,0,0,0,1,0,76.21188021666181,2077.993252808733,0
0,1,1,1,2,1,0,1,0,0,2,0,2,0,0,0,1,99.64899249500381,187.7005377071831,1
1,0,1,1,7,1,0,2,1,1,1,1,1,1,0,1,2,34.63055920359141,223.55959786642254,0
0,0,1,0,5,1,0,0,0,0,2,0,0,2,1,0,2,75.13123770685293,367.5671971478105,0
0,1,1,1,33,1,0,0,2,2,0,0,2,0,0,1,1,104.71924428340246,3449.6105088717627,0
1,0,1,0,30,1,2,2,1,1,1,1,1,1,2,0,1,42.85436641275841,1300.2855523951564,0
1,0,1,1,28,1,2,0,0,2,0,0,0,0,0,0,2,89.58279876395153,2503.6693731348896,1
1,1,0,1,20,1,0,0,2,0,0,0,2,2,0,0,2,100.18818554196109,2006.6814036463156,0
1,0,0,0,6,0,1,0,0,2,0,0,2,2,0,0,2,103.22741151592899,601.4566710483216,1
1,1,0,1,29,1,2,2,1,1,1,1,1,1,0,0,3,32.92971693000928,957.0416258880857,0
0,0,1,0,25,1,2,0,2,0,2,0,0,0,2,0,0,88.38292857195508,2193.0852518516845,0
1,0,0,0,32,1,0,1,0,2,2,2,0,2,0,0,2,88.71345834739482,2835.6947166283057,1
1,1,0,0,1,1,0,1,0,2,0,0,0,0,1,1,0,95.54614979246851,87.94743998263918,1
0,0,0,0,28,1,2,1,2,0,0,0,0,0,1,1,2,80.52655946037805,2255.3263798622497,0
1,0,0,1,13,1,2,1,0,0,2,0,0,0,0,1,2,100.37484767863958,1311.2171068837008,1
0,0,1,0,26,1,0,0,0,0,2,2,2,0,2,0,0,70.24336693871088,1812.9685808985014,0
1,1,1,0,28,1,0,0,0,0,2,2,2,2,1,1,1,100.5244261325136,2803.3197474281565,0
0,0,1,0,22,1,0,2,1,1,1,1,1,1,1,0,2,31.121359680111954,686.6058030219087,0
0,1,1,1,26,1,2,0,0,2,2,2,2,2,2,1,2,83.14781448257027,2168.7160336548523,0
1,0,1,0,30,1,2,2,1,1,1,1,1,1,2,0,1,43.95010132589526,1332.6767917278057,0
1,0,0,1,9,1,2,1,0,0,0,0,0,0,0,0,2,74.61669471373293,666.8313351200695,1
1,0,1,1,22,1,2,1,0,0,0,0,2,2,0,1,3,111.02967342086684,2427.7380285099616,0
0,0,1,0,36,1,0,1,0,0,0,0,2,0,0,1,2,111.73138571077091,4024.196142783359,1
0,0,0,0,30,1,2,1,0,0,2,0,0,0,0,1,3,87.24814636449872,2609.497953756082,0
0,0,1,0,14,1,0,0,2,0,0,0,0,0,1,1,1,92.84347630276353,1290.5644662630248,0
0,0,0,1,19,1,0,0,0,0,2,0,2,2,1,1,1,81.69311108141608,1566.2508812905583,1
1,0,0,0,1,1,2,1,2,0,0,0,2,2,1,1,1,114.81808533556195,121.00525343643318,1
0,0,0,0,38,0,1,2,1,1,1,1,1,1,2,0,2,23.420323984331723,882.6915327618422,0
0,0,0,0,13,1,0,1,0,0,0,2,2,2,1,1,0,101.66813575894598,1321.498649512881,0
0,0,0,0,37,1,2,0,0,0,2,2,2,0,0,1,0,111.87165614121537,4138.394507343759,0
0,1,1,0,30,1,2,1,2,2,0,2,0,0,0,0,3,101.94381788745243,3059.9654928019104,0
0,1,0,0,14,1,2,1,0,2,0,2,2,0,2,1,0,72.40962168743664,1009.6753074905339,0
0,0,1,0,34,1,2,0,2,2,2,0,2,2,0,0,3,108.73347259983565,3677.9374431180418,1
1,0,1,0,39,1,2,1,2,0,0,0,2,0,0,0,2,82.05502521518672,3190.3824816422257,0
0,0,0,0,24,1,2,2,1,1,1,1,1,1,1,1,2,35.827934487484626,854.550461847083,1
1,1,0,0,35,1,2,0,0,0,0,0,0,2,2,0,2,103.0389179532898,3606.643246027805,0
0,0,1,1,0,1,0,1,2,0,2,0,0,0,1,1,2,80.864347500626,-10.8229436218015,1
0,0,0,1,13,1,2,1,0,2,2,2,2,2,1,1,2,110.52495383721619,1438.6872492627513,1
1,0,0,1,30,1,2,2,1,1,1,1,1,1,1,1,1,41.42276323012467,1238.8701822918993,0
1,0,1,1,12,1,0,1,0,0,2,0,2,2,0,1,1,101.2812109893807,1207.77978085367,1
1,0,1,0,14,1,2,0,0,2,0,0,2,0,2,0,1,86.75523023237194,1201.870462013563,0
1,0,1,0,11,1,0,1,2,0,0,0,2,0,2,1,2,81.68907999161563,903.0447940716864,0
1,0,0,0,28,1,0,0,0,2,0,0,2,0,0,1,2,99.34193558295914,2785.8166301810857,0
0,0,0,1,17,1,2,1,0,2,0,0,2,2,1,1,0,102.43742770371111,1749.4384797809787,1
0,0,1,0,8,1,2,1,2,0,0,2,2,2,0,0,3,123.7638130262619,995.6033864663979,0
1,0,0,0,14,1,2,1,0,0,0,0,0,2,1,1,1,96.92764256387628,1363.228340442213,0
0,0,0,0,39,1,0,1,0,0,2,0,0,0,1,1,2,85.0274551045479,3319.891535273969,0
1,1,1,1,31,1,0,1,2,2,0,2,0,2,0,1,0,89.04958468476538,2742.9530284417224,0
0,1,0,1,18,0,1,0,0,2,2,0,2,2,2,0,1,97.75189652620105,1756.7429486771555,0
0,0,0,0,6,1,0,0,0,2,0,2,0,0,0,1,1,90.892209601343,531.029432990489,1
0,0,0,1,20,1,2,0,0,2,2,0,0,0,0,0,0,86.7113980937327,1747.9200826295842,1
1,0,0,1,9,1,2,0,0,2,2,0,2,0,0,1,1,90.07392139845753,810.5251553390535,0
0,0,1,0,14,1,0,2,1,1,1,1,1,1,1,0,1,41.53078951818591,594.1286117094547,0
1,0,1,0,9,1,0,1,0,0,2,0,2,0,0,1,2,95.31036015206146,847.4900184507133,1
0,0,1,0,11,1,0,0,2,0,2,0,0,0,0,0,2,83.8240697608293,921.1460752101955,0
1,1,1,0,20,1,0,0,0,0,0,0,0,2,0,1,0,95.67008282299001,1916.0353989568891,0
0,0,1,0,8,1,0,0,0,0,2,0,0,0,0,1,0,95.55237211453151,761.109955460217,1
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,1,32.50420666433811,66.88630732617544,0
1,0,0,0,38,1,0,0,0,2,0,2,2,0,2,1,3,92.98166449479203,3548.124885369181,0
1,0,1,1,25,1,2,1,0,2,2,2,2,2,0,1,3,109.75418778126102,2733.5355603015328,0
1,1,1,0,11,0,1,2,1,1,1,1,1,1,1,1,3,23.25534857031195,229.42960940054766,0
1,0,1,1,4,1,2,1,0,0,2,2,0,0,2,0,3,70.87632552696532,299.5115435011945,0
1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,2,36.546371352235,430.63983386043435,0
0,0,1,0,18,1,0,2,1,1,1,1,1,1,2,1,3,39.64832709748532,724.8948847169617,0
1,0,0,0,14,1,2,0,0,0,0,0,0,2,2,1,0,80.51258784581202,1133.6953628440765,0
0,0,1,0,33,1,0,2,1,1,1,1,1,1,1,1,0,37.03781919204354,1220.0811653571097,0
0,0,0,1,13,1,2,1,0,2,2,2,2,2,1,1,2,100.41684855211564,1309.2224790739467,1
0,0,0,0,22,1,0,1,0,0,0,0,0,0,0,1,2,96.01409823261832,2100.904818473968,1
0,0,0,1,28,1,2,1,0,0,0,0,2,0,2,1,1,109.64194496126599,3070.833430459376,0
0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,1,2,31.416927734543364,225.85889618965737,1
0,0,0,0,37,1,0,0,0,2,0,0,0,0,0,1,2,72.81707571550413,2686.4884742102877,0
1,0,1,1,12,1,0,2,1,1,1,1,1,1,1,1,0,40.93894420811658,487.46441952628214,0
0,1,1,0,6,1,0,2,1,1,1,1,1,1,2,1,2,33.41850338733063,203.63695552149701,0
0,0,1,1,17,1,0,1,0,0,0,0,0,2,2,1,0,96.63526590921715,1656.0322575532377,0
1,0,1,0,4,1,0,1,2,0,2,2,0,0,0,1,2,93.90538573268185,375.58999453199965,1
0,0,0,0,19,1,0,1,0,2,0,0,0,2,1,0,3,87.5179990667769,1658.5353838226713,1
1,0,1,0,37,1,2,0,2,2,2,0,0,0,0,1,0,111.17109536778355,4111.866370862646,0
0,0,1,0,23,1,0,1,2,0,0,0,0,2,1,1,1,61.912645628291926,1435.592608920768,1
0,0,0,1,15,1,2,1,0,2,2,0,2,0,0,0,0,115.5172366527585,1726.3434264330629,1
1,0,1,0,7,1,2,0,0,0,0,0,2,0,1,0,3,85.81732645684052,597.718961226825,0
0,0,1,1,21,0,1,0,0,0,2,2,0,0,0,1,1,72.2566571068237,1511.067191460949,0
1,0,1,1,31,1,0,1,0,0,0,0,0,0,0,1,0,75.07539623750662,2325.294118014933,1
0,0,0,1,31,0,1,1,0,0,0,0,2,2,0,1,2,95.18501791955678,2952.872511529638,1
1,0,1,0,29,1,0,1,0,2,0,2,0,2,0,1,3,121.42529804627424,3531.672425357164,1
1,0,0,0,3,1,0,1,0,0,0,2,2,0,0,1,0,78.10936960374404,213.0823559637932,1
0,0,0,0,25,1,0,0,0,0,0,0,2,2,0,0,3,87.64997819487972,2196.8043440296133,1
0,0,1,0,21,1,2,1,0,0,0,0,2,2,0,1,1,89.05536854579323,1861.2468406376563,1
0,0,0,0,20,1,0,1,0,0,2,0,2,0,1,0,3,97.59701697295336,1957.8710395103703,1
0,0,1,0,26,1,2,2,1,1,1,1,1,1,2,0,2,31.63650545650775,834.9454917622135,0
1,0,0,0,31,1,0,1,0,0,0,0,2,0,2,0,2,120.00136068890257,3729.998131475978,1
0,0,0,0,25,1,0,0,0,0,0,0,2,2,0,0,3,87.3687316747716,2185.797879670879,1
0,0,0,1,28,1,2,1,0,0,0,0,2,0,2,1,1,113.59193155967579,3188.9190730105124,0
0,0,0,0,34,1,0,1,0,0,2,0,0,0,0,0,1,95.34374200513511,3232.253388810687,0
0,0,1,0,4,1,0,1,0,0,0,0,0,2,0,1,3,87.17922379101395,348.03859430607514,1
0,0,0,0,14,1,2,1,0,0,0,2,0,0,2,0,0,85.10503380794744,1206.665184278074,1
0,1,0,0,34,1,0,0,2,2,0,0,0,0,2,0,3,80.47192794543015,2728.152994846862,0
1,0,0,1,12,1,0,0,2,2,0,0,0,2,2,0,0,112.81497952604906,1355.7524459629828,0
1,0,0,0,23,1,0,0,0,0,0,0,0,2,0,1,1,104.77989088310453,2406.2457365886257,1
1,0,1,1,13,1,0,1,0,0,0,0,0,0,1,1,2,70.31063064494758,912.0871136821927,0
0,0,0,1,36,1,0,1,0,2,0,2,2,0,2,1,3,105.23129519617335,3792.387339013706,0
0,0,0,0,2,1,0,1,0,2,0,0,2,0,1,1,1,91.59906363028408,180.5029382084341,1
1,0,0,0,24,1,0,0,0,0,0,2,0,0,2,0,1,95.60375755914447,2294.456089954086,0
1,0,0,1,8,1,0,0,0,0,2,0,0,0,1,0,2,97.74016250568191,776.8754673493306,0
1,0,0,0,15,1,0,1,0,2,2,0,0,0,0,0,2,100.61072022591314,1490.9105201369878,1
1,0,0,0,30,0,1,1,0,0,2,0,0,0,0,0,1,47.75262748800294,1434.5097659223757,1
1,0,0,1,31,1,0,1,0,0,0,2,0,0,0,1,2,71.1014608055001,2208.5399853370154,0
1,0,0,0,35,1,2,0,2,0,2,0,0,0,0,1,2,73.28034629772732,2578.633855062497,1
1,0,1,0,19,1,0,1,2,0,0,2,0,0,2,0,2,94.59763675084093,1796.0364436346072,0
1,0,0,0,0,1,0,1,0,2,0,0,2,0,2,0,1,87.71547221344663,-13.947085314093687,1
0,0,1,1,38,1,0,1,0,0,0,2,2,0,0,1,2,70.15028107546219,2658.1705989268307,0
1,0,1,0,19,1,0,1,2,0,0,2,0,0,2,0,2,102.4941776565656,1952.7932989281387,0
0,1,1,0,25,1,0,1,0,2,0,2,0,2,0,1,2,103.20261704815914,2579.2201310976475,1
1,0,1,1,27,1,0,0,0,2,0,0,0,0,0,0,2,107.8061132943572,2913.557967789232,0
1,0,1,0,10,1,0,0,0,0,2,0,0,0,2,1,2,103.31839328507196,1029.6531314658425,0
0,0,1,0,26,1,0,2,1,1,1,1,1,1,0,0,3,27.903013230306016,744.176433128768,0
1,0,1,0,8,1,0,1,2,0,2,0,2,2,0,1,0,123.45459474546006,1004.9166380764954,1
1,1,0,0,15,1,0,1,0,0,0,2,2,2,0,1,1,91.79764714868858,1367.6487509757958,1
0,0,1,0,9,0,1,1,0,2,0,0,0,0,2,1,0,73.08520310706054,666.8571378946534,0
1,0,1,0,6,1,0,1,0,0,0,0,0,2,2,1,1,69.11066887540356,417.7046371505692,0
1,0,1,0,31,1,0,2,1,1,1,1,1,1,1,0,2,34.807627705967846,1079.1720541379,0
0,1,1,0,2,1,0,1,0,0,0,0,2,0,0,1,3,81.49426827402408,154.39165665460635,0
0,1,0,0,19,1,2,1,0,0,2,0,0,0,1,0,1,105.44313962502392,2019.634959209931,1
1,0,1,0,13,1,2,1,0,0,0,0,0,0,0,0,2,86.34861533145016,1134.1845827205095,1
0,0,0,1,8,1,0,0,2,0,0,0,2,0,2,1,1,93.34792695004805,732.212415074193,0
0,1,0,0,1,1,2,2,1,1,1,1,1,1,0,1,0,31.537798168993177,45.372711251586374,1
0,0,0,1,2,1,0,1,0,2,0,0,2,0,0,1,0,81.34048142767435,162.29718015182485,1
0,0,1,1,14,1,0,0,0,2,0,0,2,2,0,1,1,85.7428974586717,1194.4226586809755,0
0,1,0,0,1,1,2,2,1,1,1,1,1,1,0,1,0,29.667553393577386,19.901775747799736,1
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,3,29.729035505497524,277.0095226680851,0
0,0,1,0,36,1,0,1,0,2,2,2,0,2,0,1,2,113.02226090435748,4072.8003477712246,1
1,0,1,1,18,0,1,1,0,0,0,0,0,0,0,0,3,76.17663222782785,1362.4379168982175,1
0,0,0,0,3,1,2,0,0,0,0,0,0,0,2,1,1,104.31830214426449,304.84392854948396,0
1,0,1,1,31,1,0,1,0,0,0,0,0,0,0,1,0,75.47076373941066,2335.718444885594,1
1,0,1,0,3,1,0,1,2,0,0,0,2,0,2,1,2,90.35649751620448,265.9444320922096,0
0,0,1,1,24,1,2,0,0,0,0,2,2,0,1,1,0,85.31538451801491,2052.847031553884,0
1,0,0,0,16,0,1,2,1,1,1,1,1,1,0,0,1,21.703206770195848,351.0386782539717,0
1,0,0,0,38,1,0,1,0,0,2,0,2,0,1,1,1,87.33028325042487,3312.1942644875403,0
0,0,0,0,30,1,2,1,0,0,2,0,0,0,0,1,3,88.56619923667864,2640.41088285261,0
1,0,1,0,11,1,0,2,1,1,1,1,1,1,1,0,0,41.49326882310906,443.0859643857021,1
0,0,0,0,7,1,0,1,0,2,2,0,0,0,2,0,3,79.3457335439849,564.1206898961989,0
0,0,1,0,18,1,0,0,0,0,2,0,0,2,1,1,3,91.74808698078789,1641.5174609187723,0
1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,3,76.13564395163422,990.8747233599507,0
0,0,0,0,7,0,1,1,0,2,0,0,2,2,0,0,3,74.20042402812425,501.7713928588488,1
0,0,0,0,29,1,0,1,0,0,2,0,2,0,1,1,2,80.9844386865698,2352.5193202671544,0
1,0,0,1,20,1,2,0,0,0,0,2,0,0,0,1,1,73.16876848968224,1482.5706338493549,0
1,0,1,1,28,1,2,0,0,2,0,0,0,0,0,0,2,90.11682030257717,2509.99029616214,1
0,0,1,0,4,1,2,0,0,0,0,0,2,0,1,0,2,92.96839549323407,377.3705546640835,0
0,0,0,0,12,0,1,0,0,2,0,0,2,2,2,1,2,81.47556757341218,980.4314302120922,0
1,1,1,0,23,1,2,2,1,1,1,1,1,1,0,0,3,36.977478816879945,859.6608522497802,0
1,0,0,1,3,1,0,1,0,2,0,0,0,0,0,0,2,93.3728208432876,278.80605933650617,1
1,0,1,1,26,1,0,1,0,2,0,0,2,2,0,1,0,109.00997574872515,2836.9876188875064,1
0,0,0,0,15,0,1,1,0,2,0,0,0,0,2,0,2,81.72360061236064,1227.6737504669045,0
1,0,1,1,26,1,0,2,1,1,1,1,1,1,0,1,1,42.79330081301077,1118.3542493279874,0
1,0,0,1,0,1,2,1,2,0,0,0,0,0,2,1,0,67.76710919892723,-8.391127050236458,0
1,0,1,0,13,1,0,1,0,0,0,0,0,0,2,0,2,96.53347055374121,1256.8596048124807,1
0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,82.35638496443497,172.81602590371517,0
0,0,1,0,23,1,0,0,0,0,2,0,2,2,0,1,0,117.03297037573041,2703.438224556046,0
0,0,0,1,32,1,0,1,0,2,0,0,2,2,1,0,2,113.42988129238864,3634.713490511673,1
1,0,0,0,9,1,0,1,0,2,2,2,2,2,0,1,3,138.64794391125588,1236.51192986169,0
1,1,0,1,39,1,0,0,0,0,0,0,0,2,2,0,1,88.6687833932122,3442.5467705800747,0
0,0,0,1,27,1,0,1,2,0,0,0,0,0,0,1,3,73.29660342447512,1983.0945480692344,1
1,1,0,0,25,1,2,1,0,0,0,2,0,2,1,1,2,110.85025077631116,2761.13983187605,0
1,0,1,1,8,1,2,1,0,0,2,0,0,2,0,0,0,106.41511258986462,859.7642467797757,0
0,0,1,0,28,1,2,1,2,2,0,0,0,2,0,1,2,91.07421259559531,2547.2001090410577,0
0,1,0,0,26,1,0,1,0,0,0,0,2,0,0,0,3,113.36795847901944,2957.683079888435,1
0,0,0,0,6,1,0,1,0,0,0,0,2,0,1,0,2,116.87032591917138,722.4801217611162,1
0,1,0,0,37,1,2,0,0,2,0,0,2,2,2,1,2,107.97500444499637,3994.4519377129504,0
0,0,1,0,11,1,0,0,0,0,0,2,0,0,2,1,1,63.32114980214731,695.3726439589307,0
1,0,1,0,17,1,0,2,1,1,1,1,1,1,1,1,2,37.56013179246641,648.6571699639568,0
0,0,0,0,26,1,2,1,0,0,2,0,0,0,0,0,1,71.47961941994052,1869.1091551963505,1
0,0,0,1,12,1,2,0,0,0,0,0,2,0,2,0,0,91.59109548569886,1116.1092275095136,0
1,0,0,0,37,1,0,1,0,0,0,2,0,2,1,0,2,92.30387180501586,3417.2089529787486,0
1,0,0,0,20,1,0,1,0,0,0,0,2,0,2,1,3,113.09836122607659,2255.638554938109,0
1,0,1,0,18,0,1,2,1,1,1,1,1,1,0,0,2,21.401808136193882,385.3096830240318,0
1,0,1,1,11,1,2,0,0,0,2,0,0,0,0,0,2,112.4059334047282,1230.2289755208126,0
0,0,1,1,35,1,0,1,0,0,2,0,0,0,2,0,1,65.10772869153767,2281.168601238106,0
1,0,1,1,7,1,0,2,1,1,1,1,1,1,0,1,2,35.27134180835666,238.2169957798269,0
0,0,0,0,29,1,2,0,0,0,2,0,0,0,0,1,2,65.23296163258753,1900.7759519082213,0
0,0,1,0,13,1,2,0,0,0,0,2,0,0,1,1,0,76.6908223721025,1003.955592383212,0
1,1,0,0,35,1,0,0,0,0,2,0,2,0,2,1,2,95.75141145421703,3352.689733936773,0
0,0,0,1,21,1,2,2,1,1,1,1,1,1,1,1,3,38.538096356203155,809.5557889478257,0
0,0,0,0,1,1,2,1,0,2,0,0,0,0,2,1,2,75.91888614784935,73.9544569660381,1
0,0,1,1,36,0,1,1,0,0,2,0,0,2,2,1,0,84.47639380705021,3054.2727290890243,0
1,0,0,1,13,1,0,1,2,0,0,2,0,2,2,1,2,90.42442582998301,1187.391710616675,1
0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,1,1,88.80580833808189,445.4862102361872,1
1,0,1,0,34,1,0,1,2,0,0,0,2,0,0,1,2,92.32739730715667,3130.565009672267,0
1,0,0,0,33,1,0,1,2,2,2,0,0,2,0,1,0,119.22000578748704,3922.4917077951764,1
1,0,1,1,9,0,1,0,0,2,2,2,0,2,0,0,2,85.6670773803118,773.8799035531835,1
1,0,0,0,23,1,2,1,0,0,0,0,0,0,1,0,3,69.65193848826833,1595.6139658560078,0
0,0,0,0,10,1,0,1,0,2,0,0,0,0,2,1,0,75.29663661327884,757.7257048565496,1
1,1,0,0,14,1,2,0,0,0,0,0,0,0,0,1,0,69.38511674853548,967.5246791057991,0
0,0,0,0,26,1,0,1,0,0,2,2,0,0,0,0,2,110.93872966799121,2892.1445149601573,0
0,0,0,1,24,1,0,0,0,0,0,2,2,2,1,0,2,107.3655721989957,2578.8478852206854,0
0,0,0,0,20,1,2,0,2,0,0,0,2,0,2,1,2,92.88511688982504,1867.6828684160184,0
1,0,1,1,4,1,2,1,0,0,2,2,0,0,2,0,3,72.23310432409706,266.5933647734453,0
1,0,0,0,17,1,0,0,0,2,0,0,0,0,1,1,3,91.05646849729536,1545.6894619957723,0
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,2,36.10085087902562,347.07553924389896,0
1,0,1,1,37,0,1,1,0,2,2,0,2,2,1,1,0,78.02396109235465,2861.854950299753,0
1,1,1,0,18,1,2,2,1,1,1,1,1,1,0,1,2,40.66380618445957,740.3750334931239,0
1,0,0,0,15,1,0,0,0,0,0,2,2,2,0,0,0,86.06571179863334,1295.1657143871896,0
1,0,0,0,37,1,0,0,2,2,0,2,0,0,1,0,3,63.932830169045516,2378.3717267981765,0
1,0,0,0,0,1,2,1,2,2,0,0,0,0,2,0,1,78.63408775360291,-1.7359179552562833,0
1,0,0,1,6,1,0,2,1,1,1,1,1,1,1,1,0,33.92530058217107,215.4553478835552,0
1,0,0,1,20,1,0,0,0,2,0,0,2,0,2,1,2,81.2550628238875,1637.2703145191379,0
1,1,0,0,15,1,0,1,2,0,0,0,0,0,2,1,1,109.63741974320382,1646.5290970750718,0
1,0,0,1,11,0,1,2,1,1,1,1,1,1,0,0,2,21.56667887366747,225.59334882664737,1
0,1,0,0,39,0,1,1,2,0,2,0,2,0,0,1,2,90.42639399580398,3535.759411177174,0
